Nodes,Degree,Eigenvector,LFVC,Clustering,Ego,hopset,betweenness,closeness
856,0.000990099,4.41E-05,7.76E-05,0.666666667,0.166666667,54,0,0.24201278
857,0.000990099,4.41E-05,7.76E-05,0.666666667,0.166666667,54,0,0.24201278
858,0.000990099,4.41E-05,7.76E-05,0.666666667,0.166666667,54,0,0.24201278
859,0.000990099,4.41E-05,7.76E-05,0.666666667,0.166666667,54,0,0.24201278
860,0.000990099,4.41E-05,7.76E-05,0.666666667,0.166666667,54,3.30E-07,0.24201278
861,0.000660066,4.26E-05,7.76E-05,1,0,54,0,0.241993451
862,0.017491749,0.001189918,0.015532478,0.03628447,0.946298984,177,0.036496029,0.319182556
863,0.000330033,0.000554721,0.000333903,0,0,104,0,0.31285493
864,0.000330033,0.000554721,0.000333903,0,0,104,0,0.31285493
865,0.000330033,0.000554721,0.000333903,0,0,104,0,0.31285493
866,0.000330033,0.000554721,0.000333903,0,0,104,0,0.31285493
867,0.000330033,0.000554721,0.000333903,0,0,104,0,0.31285493
868,0.000330033,0.000554721,0.000333903,0,0,104,0,0.31285493
869,0.000330033,0.000554721,0.000333903,0,0,104,0,0.31285493
870,0.000330033,0.000554721,0.000333903,0,0,104,0,0.31285493
871,0.000330033,0.000554721,0.000333903,0,0,104,0,0.31285493
872,0.000660066,4.31E-05,0.000539974,1,0,62,0,0.242303079
873,0.000990099,4.45E-05,0.000539974,0.666666667,0.166666667,62,0,0.242322457
874,0.000990099,4.46E-05,0.000539974,0.666666667,0.166666667,62,0,0.242322457
875,0.000990099,4.46E-05,0.000539974,0.666666667,0.166666667,62,0,0.242322457
876,0.000990099,4.46E-05,0.000539974,0.666666667,0.166666667,62,3.30E-07,0.242322457
877,0.000990099,4.46E-05,0.000539974,0.666666667,0.166666667,62,0,0.242322457
878,0.000990099,4.46E-05,0.000539974,0.666666667,0.166666667,62,6.61E-07,0.242322457
879,0.000990099,4.46E-05,0.000539974,0.666666667,0.166666667,62,0,0.242322457
880,0.000990099,4.46E-05,0.000539974,0.666666667,0.166666667,62,3.30E-07,0.242322457
881,0.000990099,4.46E-05,0.000539974,0.666666667,0.166666667,62,0,0.242322457
882,0.000990099,4.46E-05,0.000539974,0.666666667,0.166666667,62,0,0.242322457
883,0.000990099,4.46E-05,0.000539974,0.666666667,0.166666667,62,0,0.242322457
884,0.000990099,4.46E-05,0.000539974,0.666666667,0.166666667,62,0,0.242322457
885,0.000990099,4.46E-05,0.000539974,0.666666667,0.166666667,62,3.30E-07,0.242322457
886,0.000990099,4.46E-05,0.000539974,0.666666667,0.166666667,62,0,0.242322457
887,0.000990099,4.46E-05,0.000539974,0.666666667,0.166666667,62,3.30E-07,0.242322457
888,0.000990099,4.46E-05,0.000539974,0.666666667,0.166666667,62,0,0.242322457
889,0.000990099,4.46E-05,0.000539974,0.666666667,0.166666667,62,0,0.242322457
890,0.000990099,4.46E-05,0.000539974,0.666666667,0.166666667,62,0,0.242322457
891,0.000990099,4.46E-05,0.000539974,0.666666667,0.166666667,62,0,0.242322457
892,0.000990099,4.46E-05,0.000539974,0.666666667,0.166666667,62,0,0.242322457
893,0.000990099,4.46E-05,0.000539974,0.666666667,0.166666667,62,0,0.242322457
894,0.000990099,4.46E-05,0.000539974,0.666666667,0.166666667,62,0,0.242322457
895,0.000990099,4.46E-05,0.000539974,0.666666667,0.166666667,62,0,0.242322457
896,0.000990099,4.46E-05,0.000539974,0.666666667,0.166666667,62,3.30E-07,0.242322457
897,0.000990099,4.46E-05,0.000539974,0.666666667,0.166666667,62,0,0.242322457
898,0.000990099,4.46E-05,0.000539974,0.666666667,0.166666667,62,3.30E-07,0.242322457
899,0.000990099,4.46E-05,0.000539974,0.666666667,0.166666667,62,0,0.242322457
900,0.000990099,4.46E-05,0.000539974,0.666666667,0.166666667,62,0,0.242322457
901,0.000990099,4.46E-05,0.000539974,0.666666667,0.166666667,62,0,0.242322457
902,0.000990099,4.46E-05,0.000539974,0.666666667,0.166666667,62,0,0.242322457
903,0.000990099,4.46E-05,0.000539974,0.666666667,0.166666667,62,0,0.242322457
904,0.000990099,4.46E-05,0.000539974,0.666666667,0.166666667,62,3.30E-07,0.242322457
905,0.000990099,4.46E-05,0.000539974,0.666666667,0.166666667,62,0,0.242322457
906,0.000990099,4.46E-05,0.000539974,0.666666667,0.166666667,62,3.30E-07,0.242322457
907,0.000990099,4.46E-05,0.000539974,0.666666667,0.166666667,62,0,0.242322457
908,0.000990099,4.46E-05,0.000539974,0.666666667,0.166666667,62,0,0.242322457
909,0.000990099,4.46E-05,0.000539974,0.666666667,0.166666667,62,0,0.242322457
910,0.000990099,4.46E-05,0.000539974,0.666666667,0.166666667,62,0,0.242322457
911,0.000990099,4.46E-05,0.000539974,0.666666667,0.166666667,62,0,0.242322457
912,0.000990099,4.46E-05,0.000539974,0.666666667,0.166666667,62,0,0.242322457
913,0.000990099,4.46E-05,0.000539974,0.666666667,0.166666667,62,3.30E-07,0.242322457
914,0.000990099,4.46E-05,0.000539974,0.666666667,0.166666667,62,0,0.242322457
915,0.000990099,4.46E-05,0.000539974,0.666666667,0.166666667,62,3.30E-07,0.242322457
916,0.000990099,4.46E-05,0.000539974,0.666666667,0.166666667,62,3.30E-07,0.242322457
917,0.000990099,4.46E-05,0.000539974,0.666666667,0.166666667,62,0,0.242322457
918,0.000990099,4.46E-05,0.000539974,0.666666667,0.166666667,62,3.30E-07,0.242322457
919,0.000990099,4.46E-05,0.000539974,0.666666667,0.166666667,62,3.30E-07,0.242322457
920,0.000990099,4.46E-05,0.000539974,0.666666667,0.166666667,62,0,0.242322457
921,0.000990099,4.46E-05,0.000539974,0.666666667,0.166666667,62,6.61E-07,0.242322457
922,0.000990099,4.46E-05,0.000539974,0.666666667,0.166666667,62,0,0.242322457
923,0.000990099,4.46E-05,0.000539974,0.666666667,0.166666667,62,6.61E-07,0.242322457
924,0.000990099,4.46E-05,0.000539974,0.666666667,0.166666667,62,0,0.242322457
925,0.000990099,4.46E-05,0.000539974,0.666666667,0.166666667,62,3.30E-07,0.242322457
926,0.000990099,4.46E-05,0.000539974,0.666666667,0.166666667,62,0,0.242322457
927,0.000990099,4.46E-05,0.000539974,0.666666667,0.166666667,62,0,0.242322457
928,0.000990099,4.45E-05,0.000539974,0.666666667,0.166666667,62,0,0.242322457
929,0.000660066,4.31E-05,0.000539974,1,0,62,0,0.242303079
930,0.020132013,0.001203151,0.047555781,0.031693989,0.953005464,185,0.039081894,0.319721431
931,0.000330033,0.000554721,0.000333903,0,0,104,0,0.31285493
932,0.000330033,0.000554721,0.000333903,0,0,104,0,0.31285493
933,0.000660066,4.26E-05,9.12E-05,1,0,55,0,0.242032111
934,0.000990099,4.41E-05,9.12E-05,0.666666667,0.166666667,55,0,0.242051446
935,0.000990099,4.42E-05,9.12E-05,0.666666667,0.166666667,55,0,0.242051446
936,0.000990099,4.42E-05,9.12E-05,0.666666667,0.166666667,55,0,0.242051446
937,0.000990099,4.42E-05,9.12E-05,0.666666667,0.166666667,55,3.30E-07,0.242051446
938,0.000990099,4.42E-05,9.12E-05,0.666666667,0.166666667,55,0,0.242051446
939,0.000990099,4.42E-05,9.12E-05,0.666666667,0.166666667,55,3.30E-07,0.242051446
940,0.000990099,4.42E-05,9.12E-05,0.666666667,0.166666667,55,0,0.242051446
941,0.000990099,4.42E-05,9.12E-05,0.666666667,0.166666667,55,0,0.242051446
942,0.000990099,4.42E-05,9.12E-05,0.666666667,0.166666667,55,0,0.242051446
943,0.000990099,4.42E-05,9.12E-05,0.666666667,0.166666667,55,0,0.242051446
944,0.000990099,4.42E-05,9.12E-05,0.666666667,0.166666667,55,0,0.242051446
945,0.000990099,4.42E-05,9.12E-05,0.666666667,0.166666667,55,0,0.242051446
946,0.000990099,4.42E-05,9.12E-05,0.666666667,0.166666667,55,0,0.242051446
947,0.000990099,4.42E-05,9.12E-05,0.666666667,0.166666667,55,0,0.242051446
948,0.000990099,4.42E-05,9.12E-05,0.666666667,0.166666667,55,0,0.242051446
949,0.000990099,4.42E-05,9.12E-05,0.666666667,0.166666667,55,0,0.242051446
950,0.000990099,4.42E-05,9.12E-05,0.666666667,0.166666667,55,0,0.242051446
951,0.000990099,4.42E-05,9.12E-05,0.666666667,0.166666667,55,0,0.242051446
952,0.000990099,4.42E-05,9.12E-05,0.666666667,0.166666667,55,0,0.242051446
953,0.000990099,4.42E-05,9.12E-05,0.666666667,0.166666667,55,0,0.242051446
954,0.000990099,4.42E-05,9.12E-05,0.666666667,0.166666667,55,3.30E-07,0.242051446
955,0.000990099,4.42E-05,9.12E-05,0.666666667,0.166666667,55,0,0.242051446
956,0.000990099,4.42E-05,9.12E-05,0.666666667,0.166666667,55,3.30E-07,0.242051446
957,0.000990099,4.42E-05,9.12E-05,0.666666667,0.166666667,55,0,0.242051446
958,0.000990099,4.42E-05,9.12E-05,0.666666667,0.166666667,55,0,0.242051446
959,0.000990099,4.42E-05,9.12E-05,0.666666667,0.166666667,55,0,0.242051446
960,0.000990099,4.42E-05,9.12E-05,0.666666667,0.166666667,55,0,0.242051446
961,0.000990099,4.42E-05,9.12E-05,0.666666667,0.166666667,55,0,0.242051446
962,0.000990099,4.42E-05,9.12E-05,0.666666667,0.166666667,55,0,0.242051446
963,0.000990099,4.42E-05,9.12E-05,0.666666667,0.166666667,55,0,0.242051446
964,0.000990099,4.42E-05,9.12E-05,0.666666667,0.166666667,55,0,0.242051446
965,0.000990099,4.42E-05,9.12E-05,0.666666667,0.166666667,55,3.30E-07,0.242051446
966,0.000990099,4.42E-05,9.12E-05,0.666666667,0.166666667,55,0,0.242051446
967,0.000990099,4.42E-05,9.12E-05,0.666666667,0.166666667,55,6.61E-07,0.242051446
968,0.000990099,4.42E-05,9.12E-05,0.666666667,0.166666667,55,0,0.242051446
969,0.000990099,4.42E-05,9.12E-05,0.666666667,0.166666667,55,3.30E-07,0.242051446
970,0.000990099,4.42E-05,9.12E-05,0.666666667,0.166666667,55,0,0.242051446
971,0.000990099,4.42E-05,9.12E-05,0.666666667,0.166666667,55,0,0.242051446
972,0.000990099,4.42E-05,9.12E-05,0.666666667,0.166666667,55,0,0.242051446
973,0.000990099,4.42E-05,9.12E-05,0.666666667,0.166666667,55,0,0.242051446
974,0.000990099,4.42E-05,9.12E-05,0.666666667,0.166666667,55,0,0.242051446
975,0.000990099,4.42E-05,9.12E-05,0.666666667,0.166666667,55,0,0.242051446
976,0.000990099,4.42E-05,9.12E-05,0.666666667,0.166666667,55,3.30E-07,0.242051446
977,0.000990099,4.42E-05,9.12E-05,0.666666667,0.166666667,55,0,0.242051446
978,0.000990099,4.42E-05,9.12E-05,0.666666667,0.166666667,55,6.61E-07,0.242051446
979,0.000990099,4.42E-05,9.12E-05,0.666666667,0.166666667,55,0,0.242051446
980,0.000990099,4.42E-05,9.12E-05,0.666666667,0.166666667,55,3.30E-07,0.242051446
981,0.000990099,4.42E-05,9.12E-05,0.666666667,0.166666667,55,0,0.242051446
982,0.000990099,4.41E-05,9.12E-05,0.666666667,0.166666667,55,0,0.242051446
983,0.000660066,4.26E-05,9.12E-05,1,0,55,0,0.242032111
984,0.017821782,0.001191555,0.016510187,0.035639413,0.947239693,178,0.028924696,0.319249816
985,0.000660066,4.27E-05,0.00010878,1,0,56,0,0.242070784
986,0.000990099,4.42E-05,0.00010878,0.666666667,0.166666667,56,6.61E-07,0.242090125
987,0.000990099,4.42E-05,0.00010878,0.666666667,0.166666667,56,0,0.242090125
988,0.000990099,4.42E-05,0.00010878,0.666666667,0.166666667,56,3.30E-07,0.242090125
989,0.000990099,4.42E-05,0.00010878,0.666666667,0.166666667,56,0,0.242090125
990,0.000990099,4.42E-05,0.00010878,0.666666667,0.166666667,56,0,0.242090125
991,0.000990099,4.42E-05,0.00010878,0.666666667,0.166666667,56,0,0.242090125
992,0.000990099,4.42E-05,0.00010878,0.666666667,0.166666667,56,0,0.242090125
993,0.000990099,4.42E-05,0.00010878,0.666666667,0.166666667,56,3.30E-07,0.242090125
994,0.000990099,4.42E-05,0.00010878,0.666666667,0.166666667,56,0,0.242090125
995,0.000990099,4.42E-05,0.00010878,0.666666667,0.166666667,56,3.30E-07,0.242090125
996,0.000990099,4.42E-05,0.00010878,0.666666667,0.166666667,56,0,0.242090125
997,0.000990099,4.42E-05,0.00010878,0.666666667,0.166666667,56,0,0.242090125
998,0.000990099,4.42E-05,0.00010878,0.666666667,0.166666667,56,0,0.242090125
999,0.000990099,4.42E-05,0.00010878,0.666666667,0.166666667,56,0,0.242090125
1000,0.000990099,4.42E-05,0.00010878,0.666666667,0.166666667,56,0,0.242090125
1001,0.000990099,4.42E-05,0.00010878,0.666666667,0.166666667,56,0,0.242090125
1002,0.000990099,4.42E-05,0.00010878,0.666666667,0.166666667,56,0,0.242090125
1003,0.000990099,4.42E-05,0.00010878,0.666666667,0.166666667,56,0,0.242090125
1004,0.000990099,4.42E-05,0.00010878,0.666666667,0.166666667,56,0,0.242090125
1005,0.000990099,4.42E-05,0.00010878,0.666666667,0.166666667,56,0,0.242090125
1006,0.000990099,4.42E-05,0.00010878,0.666666667,0.166666667,56,0,0.242090125
1007,0.000990099,4.42E-05,0.00010878,0.666666667,0.166666667,56,0,0.242090125
1008,0.000990099,4.42E-05,0.00010878,0.666666667,0.166666667,56,0,0.242090125
1009,0.000990099,4.42E-05,0.00010878,0.666666667,0.166666667,56,0,0.242090125
1010,0.000990099,4.42E-05,0.00010878,0.666666667,0.166666667,56,0,0.242090125
1011,0.000990099,4.42E-05,0.00010878,0.666666667,0.166666667,56,0,0.242090125
1012,0.000990099,4.42E-05,0.00010878,0.666666667,0.166666667,56,0,0.242090125
1013,0.000990099,4.42E-05,0.00010878,0.666666667,0.166666667,56,3.30E-07,0.242090125
1014,0.000990099,4.42E-05,0.00010878,0.666666667,0.166666667,56,3.30E-07,0.242090125
1015,0.000990099,4.42E-05,0.00010878,0.666666667,0.166666667,56,3.30E-07,0.242090125
1016,0.000990099,4.42E-05,0.00010878,0.666666667,0.166666667,56,3.30E-07,0.242090125
1017,0.000990099,4.42E-05,0.00010878,0.666666667,0.166666667,56,0,0.242090125
1018,0.000990099,4.42E-05,0.00010878,0.666666667,0.166666667,56,0,0.242090125
1019,0.000990099,4.42E-05,0.00010878,0.666666667,0.166666667,56,3.30E-07,0.242090125
1020,0.000990099,4.42E-05,0.00010878,0.666666667,0.166666667,56,0,0.242090125
1021,0.000990099,4.42E-05,0.00010878,0.666666667,0.166666667,56,3.30E-07,0.242090125
1022,0.000990099,4.42E-05,0.00010878,0.666666667,0.166666667,56,3.30E-07,0.242090125
1023,0.000990099,4.42E-05,0.00010878,0.666666667,0.166666667,56,3.30E-07,0.242090125
1024,0.000990099,4.42E-05,0.00010878,0.666666667,0.166666667,56,3.30E-07,0.242090125
1025,0.000990099,4.42E-05,0.00010878,0.666666667,0.166666667,56,3.30E-07,0.242090125
1026,0.000990099,4.42E-05,0.00010878,0.666666667,0.166666667,56,0,0.242090125
1027,0.000990099,4.42E-05,0.00010878,0.666666667,0.166666667,56,0,0.242090125
1028,0.000990099,4.42E-05,0.00010878,0.666666667,0.166666667,56,0,0.242090125
1029,0.000990099,4.42E-05,0.00010878,0.666666667,0.166666667,56,0,0.242090125
1030,0.000990099,4.42E-05,0.00010878,0.666666667,0.166666667,56,0,0.242090125
1031,0.000990099,4.42E-05,0.00010878,0.666666667,0.166666667,56,0,0.242090125
1032,0.000990099,4.42E-05,0.00010878,0.666666667,0.166666667,56,0,0.242090125
1033,0.000990099,4.42E-05,0.00010878,0.666666667,0.166666667,56,0,0.242090125
1034,0.000990099,4.42E-05,0.00010878,0.666666667,0.166666667,56,0,0.242090125
1035,0.000990099,4.42E-05,0.00010878,0.666666667,0.166666667,56,0,0.242090125
1036,0.000660066,4.27E-05,0.00010878,1,0,56,0,0.242070784
1037,0.018151815,0.001193198,0.017761025,0.035016835,0.948148148,179,0.033213665,0.319317104
1038,0.000660066,4.26E-05,7.76E-05,1,0,54,0,0.241993451
1039,0.000990099,4.41E-05,7.76E-05,0.666666667,0.166666667,54,3.30E-07,0.24201278
1040,0.000990099,4.41E-05,7.76E-05,0.666666667,0.166666667,54,3.30E-07,0.24201278
1041,0.000990099,4.41E-05,7.76E-05,0.666666667,0.166666667,54,0,0.24201278
1042,0.000990099,4.41E-05,7.76E-05,0.666666667,0.166666667,54,3.30E-07,0.24201278
1043,0.000990099,4.41E-05,7.76E-05,0.666666667,0.166666667,54,0,0.24201278
1044,0.000990099,4.41E-05,7.76E-05,0.666666667,0.166666667,54,0,0.24201278
1045,0.000990099,4.41E-05,7.76E-05,0.666666667,0.166666667,54,0,0.24201278
1046,0.000990099,4.41E-05,7.76E-05,0.666666667,0.166666667,54,0,0.24201278
1047,0.000990099,4.41E-05,7.76E-05,0.666666667,0.166666667,54,0,0.24201278
1048,0.000990099,4.41E-05,7.76E-05,0.666666667,0.166666667,54,0,0.24201278
1049,0.000990099,4.41E-05,7.76E-05,0.666666667,0.166666667,54,0,0.24201278
1050,0.000990099,4.41E-05,7.76E-05,0.666666667,0.166666667,54,0,0.24201278
1051,0.000990099,4.41E-05,7.76E-05,0.666666667,0.166666667,54,0,0.24201278
1052,0.000990099,4.41E-05,7.76E-05,0.666666667,0.166666667,54,0,0.24201278
1053,0.000990099,4.41E-05,7.76E-05,0.666666667,0.166666667,54,3.30E-07,0.24201278
1054,0.000990099,4.41E-05,7.76E-05,0.666666667,0.166666667,54,0,0.24201278
1055,0.000990099,4.41E-05,7.76E-05,0.666666667,0.166666667,54,3.30E-07,0.24201278
1056,0.000990099,4.41E-05,7.76E-05,0.666666667,0.166666667,54,0,0.24201278
1057,0.000990099,4.41E-05,7.76E-05,0.666666667,0.166666667,54,0,0.24201278
1058,0.000990099,4.41E-05,7.76E-05,0.666666667,0.166666667,54,0,0.24201278
1059,0.000990099,4.41E-05,7.76E-05,0.666666667,0.166666667,54,0,0.24201278
1060,0.000990099,4.41E-05,7.76E-05,0.666666667,0.166666667,54,0,0.24201278
1061,0.000990099,4.41E-05,7.76E-05,0.666666667,0.166666667,54,0,0.24201278
1062,0.000990099,4.41E-05,7.76E-05,0.666666667,0.166666667,54,3.30E-07,0.24201278
1063,0.000990099,4.41E-05,7.76E-05,0.666666667,0.166666667,54,0,0.24201278
1064,0.000990099,4.41E-05,7.76E-05,0.666666667,0.166666667,54,6.61E-07,0.24201278
1065,0.000990099,4.41E-05,7.76E-05,0.666666667,0.166666667,54,0,0.24201278
1066,0.000990099,4.41E-05,7.76E-05,0.666666667,0.166666667,54,3.30E-07,0.24201278
1067,0.000990099,4.41E-05,7.76E-05,0.666666667,0.166666667,54,0,0.24201278
1068,0.000990099,4.41E-05,7.76E-05,0.666666667,0.166666667,54,0,0.24201278
1069,0.000990099,4.41E-05,7.76E-05,0.666666667,0.166666667,54,0,0.24201278
1070,0.000990099,4.41E-05,7.76E-05,0.666666667,0.166666667,54,0,0.24201278
1071,0.000990099,4.41E-05,7.76E-05,0.666666667,0.166666667,54,0,0.24201278
1072,0.000990099,4.41E-05,7.76E-05,0.666666667,0.166666667,54,0,0.24201278
1073,0.000990099,4.41E-05,7.76E-05,0.666666667,0.166666667,54,0,0.24201278
1074,0.000990099,4.41E-05,7.76E-05,0.666666667,0.166666667,54,0,0.24201278
1075,0.000990099,4.41E-05,7.76E-05,0.666666667,0.166666667,54,0,0.24201278
1076,0.000990099,4.41E-05,7.76E-05,0.666666667,0.166666667,54,3.30E-07,0.24201278
1077,0.000990099,4.41E-05,7.76E-05,0.666666667,0.166666667,54,0,0.24201278
1078,0.000990099,4.41E-05,7.76E-05,0.666666667,0.166666667,54,3.30E-07,0.24201278
1079,0.000990099,4.41E-05,7.76E-05,0.666666667,0.166666667,54,0,0.24201278
1080,0.000990099,4.41E-05,7.76E-05,0.666666667,0.166666667,54,0,0.24201278
1081,0.000990099,4.41E-05,7.76E-05,0.666666667,0.166666667,54,0,0.24201278
1082,0.000990099,4.41E-05,7.76E-05,0.666666667,0.166666667,54,3.30E-07,0.24201278
1083,0.000990099,4.41E-05,7.76E-05,0.666666667,0.166666667,54,0,0.24201278
1084,0.000990099,4.41E-05,7.76E-05,0.666666667,0.166666667,54,3.30E-07,0.24201278
1085,0.000990099,4.41E-05,7.76E-05,0.666666667,0.166666667,54,0,0.24201278
1086,0.000990099,4.41E-05,7.76E-05,0.666666667,0.166666667,54,0,0.24201278
1087,0.000660066,4.26E-05,7.76E-05,1,0,54,0,0.241993451
1088,0.017491749,0.001189918,0.015532478,0.03628447,0.946298984,177,0.030598738,0.319182556
1089,0.000330033,0.000554721,0.000333903,0,0,104,0,0.31285493
1090,0.000330033,0.000554721,0.000333903,0,0,104,0,0.31285493
1091,0.000660066,4.23E-05,4.03E-05,1,0,49,0,0.241800335
1092,0.000990099,4.37E-05,4.03E-05,0.666666667,0.166666667,49,0,0.241819633
1093,0.000990099,4.38E-05,4.03E-05,0.666666667,0.166666667,49,0,0.241819633
1094,0.000990099,4.38E-05,4.03E-05,0.666666667,0.166666667,49,0,0.241819633
1095,0.000990099,4.38E-05,4.03E-05,0.666666667,0.166666667,49,0,0.241819633
1096,0.000990099,4.38E-05,4.03E-05,0.666666667,0.166666667,49,3.30E-07,0.241819633
1097,0.000990099,4.38E-05,4.03E-05,0.666666667,0.166666667,49,0,0.241819633
1098,0.000990099,4.38E-05,4.03E-05,0.666666667,0.166666667,49,3.30E-07,0.241819633
1099,0.000990099,4.38E-05,4.03E-05,0.666666667,0.166666667,49,0,0.241819633
1100,0.000990099,4.38E-05,4.03E-05,0.666666667,0.166666667,49,0,0.241819633
1101,0.000990099,4.38E-05,4.03E-05,0.666666667,0.166666667,49,3.30E-07,0.241819633
1102,0.000990099,4.38E-05,4.03E-05,0.666666667,0.166666667,49,3.30E-07,0.241819633
1103,0.000990099,4.38E-05,4.03E-05,0.666666667,0.166666667,49,3.30E-07,0.241819633
1104,0.000990099,4.38E-05,4.03E-05,0.666666667,0.166666667,49,6.61E-07,0.241819633
1105,0.000990099,4.38E-05,4.03E-05,0.666666667,0.166666667,49,3.30E-07,0.241819633
1106,0.000990099,4.38E-05,4.03E-05,0.666666667,0.166666667,49,3.30E-07,0.241819633
1107,0.000990099,4.38E-05,4.03E-05,0.666666667,0.166666667,49,6.61E-07,0.241819633
1108,0.000990099,4.38E-05,4.03E-05,0.666666667,0.166666667,49,0,0.241819633
1109,0.000990099,4.38E-05,4.03E-05,0.666666667,0.166666667,49,6.61E-07,0.241819633
1110,0.000990099,4.38E-05,4.03E-05,0.666666667,0.166666667,49,3.30E-07,0.241819633
1111,0.000990099,4.38E-05,4.03E-05,0.666666667,0.166666667,49,3.30E-07,0.241819633
1112,0.000990099,4.38E-05,4.03E-05,0.666666667,0.166666667,49,3.30E-07,0.241819633
1113,0.000990099,4.38E-05,4.03E-05,0.666666667,0.166666667,49,0,0.241819633
1114,0.000990099,4.38E-05,4.03E-05,0.666666667,0.166666667,49,0,0.241819633
1115,0.000990099,4.38E-05,4.03E-05,0.666666667,0.166666667,49,0,0.241819633
1116,0.000990099,4.38E-05,4.03E-05,0.666666667,0.166666667,49,0,0.241819633
1117,0.000990099,4.38E-05,4.03E-05,0.666666667,0.166666667,49,0,0.241819633
1118,0.000990099,4.38E-05,4.03E-05,0.666666667,0.166666667,49,0,0.241819633
1119,0.000990099,4.38E-05,4.03E-05,0.666666667,0.166666667,49,0,0.241819633
1120,0.000990099,4.38E-05,4.03E-05,0.666666667,0.166666667,49,0,0.241819633
1121,0.000990099,4.38E-05,4.03E-05,0.666666667,0.166666667,49,0,0.241819633
1122,0.000990099,4.38E-05,4.03E-05,0.666666667,0.166666667,49,3.30E-07,0.241819633
1123,0.000990099,4.38E-05,4.03E-05,0.666666667,0.166666667,49,0,0.241819633
1124,0.000990099,4.38E-05,4.03E-05,0.666666667,0.166666667,49,3.30E-07,0.241819633
1125,0.000990099,4.38E-05,4.03E-05,0.666666667,0.166666667,49,0,0.241819633
1126,0.000990099,4.38E-05,4.03E-05,0.666666667,0.166666667,49,3.30E-07,0.241819633
1127,0.000990099,4.38E-05,4.03E-05,0.666666667,0.166666667,49,0,0.241819633
1128,0.000990099,4.38E-05,4.03E-05,0.666666667,0.166666667,49,3.30E-07,0.241819633
1129,0.000990099,4.38E-05,4.03E-05,0.666666667,0.166666667,49,0,0.241819633
1130,0.000990099,4.38E-05,4.03E-05,0.666666667,0.166666667,49,0,0.241819633
1131,0.000990099,4.38E-05,4.03E-05,0.666666667,0.166666667,49,0,0.241819633
1132,0.000990099,4.38E-05,4.03E-05,0.666666667,0.166666667,49,3.30E-07,0.241819633
1133,0.000990099,4.38E-05,4.03E-05,0.666666667,0.166666667,49,0,0.241819633
1134,0.000990099,4.37E-05,4.03E-05,0.666666667,0.166666667,49,6.61E-07,0.241819633
1135,0.000660066,4.23E-05,4.03E-05,1,0,49,0,0.241800335
1136,0.015841584,0.001181798,0.012803378,0.039893617,0.941046099,172,0.038781696,0.31884668
1137,0.000660066,4.26E-05,7.76E-05,1,0,54,0,0.241993451
1138,0.000990099,4.41E-05,7.76E-05,0.666666667,0.166666667,54,0,0.24201278
1139,0.000990099,4.41E-05,7.76E-05,0.666666667,0.166666667,54,0,0.24201278
1140,0.000990099,4.41E-05,7.76E-05,0.666666667,0.166666667,54,3.30E-07,0.24201278
1141,0.000990099,4.41E-05,7.76E-05,0.666666667,0.166666667,54,3.30E-07,0.24201278
1142,0.000990099,4.41E-05,7.76E-05,0.666666667,0.166666667,54,6.61E-07,0.24201278
1143,0.000990099,4.41E-05,7.76E-05,0.666666667,0.166666667,54,3.30E-07,0.24201278
1144,0.000990099,4.41E-05,7.76E-05,0.666666667,0.166666667,54,3.30E-07,0.24201278
1145,0.000990099,4.41E-05,7.76E-05,0.666666667,0.166666667,54,0,0.24201278
1146,0.000990099,4.41E-05,7.76E-05,0.666666667,0.166666667,54,0,0.24201278
1147,0.000990099,4.41E-05,7.76E-05,0.666666667,0.166666667,54,0,0.24201278
1148,0.000990099,4.41E-05,7.76E-05,0.666666667,0.166666667,54,0,0.24201278
1149,0.000990099,4.41E-05,7.76E-05,0.666666667,0.166666667,54,3.30E-07,0.24201278
1150,0.000990099,4.41E-05,7.76E-05,0.666666667,0.166666667,54,3.30E-07,0.24201278
1151,0.000990099,4.41E-05,7.76E-05,0.666666667,0.166666667,54,3.30E-07,0.24201278
1152,0.000990099,4.41E-05,7.76E-05,0.666666667,0.166666667,54,3.30E-07,0.24201278
1153,0.000990099,4.41E-05,7.76E-05,0.666666667,0.166666667,54,0,0.24201278
1154,0.000990099,4.41E-05,7.76E-05,0.666666667,0.166666667,54,0,0.24201278
1155,0.000990099,4.41E-05,7.76E-05,0.666666667,0.166666667,54,0,0.24201278
1156,0.000990099,4.41E-05,7.76E-05,0.666666667,0.166666667,54,0,0.24201278
1157,0.000990099,4.41E-05,7.76E-05,0.666666667,0.166666667,54,0,0.24201278
1158,0.000990099,4.41E-05,7.76E-05,0.666666667,0.166666667,54,3.30E-07,0.24201278
1159,0.000990099,4.41E-05,7.76E-05,0.666666667,0.166666667,54,3.30E-07,0.24201278
1160,0.000990099,4.41E-05,7.76E-05,0.666666667,0.166666667,54,6.61E-07,0.24201278
1161,0.000990099,4.41E-05,7.76E-05,0.666666667,0.166666667,54,3.30E-07,0.24201278
1162,0.000990099,4.41E-05,7.76E-05,0.666666667,0.166666667,54,3.30E-07,0.24201278
1163,0.000990099,4.41E-05,7.76E-05,0.666666667,0.166666667,54,0,0.24201278
1164,0.000990099,4.41E-05,7.76E-05,0.666666667,0.166666667,54,0,0.24201278
1165,0.000990099,4.41E-05,7.76E-05,0.666666667,0.166666667,54,3.30E-07,0.24201278
