Source,Target,Type,weight
4140,28111,Undirected,1
4140,28610,Undirected,1
4140,29670,Undirected,1
4140,30275,Undirected,1
4140,30894,Undirected,1
4140,31144,Undirected,1
4140,32241,Undirected,1
4140,32449,Undirected,1
4140,33274,Undirected,1
4140,33287,Undirected,1
4140,33784,Undirected,1
4140,34128,Undirected,1
4140,37006,Undirected,1
4140,37011,Undirected,1
4140,37027,Undirected,1
4140,38839,Undirected,1
4140,38985,Undirected,1
4140,39071,Undirected,1
4141,18242,Undirected,1
4142,4274,Undirected,1
4142,5333,Undirected,1
4142,6755,Undirected,1
4142,12700,Undirected,1
4142,18775,Undirected,1
4142,19199,Undirected,1
4142,19413,Undirected,1
4142,19512,Undirected,1
4142,26115,Undirected,1
4142,33264,Undirected,1
4142,34073,Undirected,1
4142,35973,Undirected,1
4143,4424,Undirected,1
4143,5954,Undirected,1
4143,6337,Undirected,1
4143,7712,Undirected,1
4143,8102,Undirected,1
4143,8297,Undirected,1
4143,8991,Undirected,1
4143,9807,Undirected,1
4143,10165,Undirected,1
4143,11125,Undirected,1
4143,11536,Undirected,1
4143,11592,Undirected,1
4143,11912,Undirected,1
4143,12605,Undirected,1
4143,14977,Undirected,1
4143,15686,Undirected,1
4143,15848,Undirected,1
4143,15933,Undirected,1
4143,17200,Undirected,1
4143,17247,Undirected,1
4143,17814,Undirected,1
4143,18309,Undirected,1
4143,18487,Undirected,1
4143,18495,Undirected,1
4143,21417,Undirected,1
4143,21994,Undirected,1
4143,22301,Undirected,1
4143,22382,Undirected,1
4143,24708,Undirected,1
4143,24945,Undirected,1
4143,25432,Undirected,1
4143,26583,Undirected,1
4143,27274,Undirected,1
4143,27289,Undirected,1
4143,27681,Undirected,1
4143,27732,Undirected,1
4143,28147,Undirected,1
4143,28269,Undirected,1
4143,28400,Undirected,1
4143,29928,Undirected,1
4143,30533,Undirected,1
4143,31731,Undirected,1
4143,32288,Undirected,1
4143,32839,Undirected,1
4143,35407,Undirected,1
4143,38261,Undirected,1
4143,38493,Undirected,1
4143,38561,Undirected,1
4143,38875,Undirected,1
4145,8037,Undirected,1
4145,12753,Undirected,1
4145,15166,Undirected,1
4145,19857,Undirected,1
4145,21897,Undirected,1
4145,23958,Undirected,1
4145,26629,Undirected,1
4145,33718,Undirected,1
4145,35973,Undirected,1
4146,8440,Undirected,1
4146,38413,Undirected,1
4146,38801,Undirected,1
4147,16944,Undirected,1
4147,18910,Undirected,1
4147,21680,Undirected,1
4147,22640,Undirected,1
4147,30981,Undirected,1
4147,31733,Undirected,1
4148,26409,Undirected,1
4149,22302,Undirected,1
4150,20468,Undirected,1
4150,34590,Undirected,1
4151,4478,Undirected,1
4152,12010,Undirected,1
4154,31733,Undirected,1
4155,21680,Undirected,1
4156,34633,Undirected,1
4157,5564,Undirected,1
4157,17077,Undirected,1
4157,25645,Undirected,1
4157,31047,Undirected,1
4157,32354,Undirected,1
4157,33718,Undirected,1
4157,35796,Undirected,1
4158,15417,Undirected,1
4158,26758,Undirected,1
4159,11683,Undirected,1
4160,4923,Undirected,1
4160,9749,Undirected,1
4161,10431,Undirected,1
4161,17182,Undirected,1
4161,21731,Undirected,1
4161,35973,Undirected,1
4161,36235,Undirected,1
4162,39277,Undirected,1
4163,32227,Undirected,1
4164,15996,Undirected,1
4164,31452,Undirected,1
4165,26696,Undirected,1
4166,8094,Undirected,1
4166,22264,Undirected,1
4167,17310,Undirected,1
4167,28888,Undirected,1
4167,32220,Undirected,1
4167,35842,Undirected,1
4167,35918,Undirected,1
4168,6435,Undirected,1
4168,31733,Undirected,1
4169,7400,Undirected,1
4169,8936,Undirected,1
4169,10321,Undirected,1
4169,11333,Undirected,1
4169,13268,Undirected,1
4169,13363,Undirected,1
4169,16015,Undirected,1
4169,18179,Undirected,1
4169,19082,Undirected,1
4169,21166,Undirected,1
4169,21408,Undirected,1
4169,23042,Undirected,1
4169,24271,Undirected,1
4169,25645,Undirected,1
4169,26002,Undirected,1
4169,28763,Undirected,1
4169,29153,Undirected,1
4169,29464,Undirected,1
4169,30423,Undirected,1
4169,30981,Undirected,1
4169,33718,Undirected,1
4169,34626,Undirected,1
4169,34781,Undirected,1
4169,35742,Undirected,1
4169,39811,Undirected,1
4169,40028,Undirected,1
4169,40051,Undirected,1
4170,14940,Undirected,1
4170,21680,Undirected,1
4171,26454,Undirected,1
4171,28945,Undirected,1
4172,24428,Undirected,1
4173,5230,Undirected,1
4173,30110,Undirected,1
4173,30717,Undirected,1
4173,37503,Undirected,1
4174,29693,Undirected,1
4175,17733,Undirected,1
4176,22378,Undirected,1
4177,25645,Undirected,1
4177,31733,Undirected,1
4178,8297,Undirected,1
4178,9587,Undirected,1
4179,5646,Undirected,1
4179,37319,Undirected,1
4180,8725,Undirected,1
4180,32939,Undirected,1
4181,16229,Undirected,1
4181,26465,Undirected,1
4182,8440,Undirected,1
4182,19512,Undirected,1
4182,31252,Undirected,1
4182,35973,Undirected,1
4183,16642,Undirected,1
4183,33092,Undirected,1
4183,35106,Undirected,1
4184,11246,Undirected,1
4184,33964,Undirected,1
4184,39022,Undirected,1
4185,7531,Undirected,1
4186,26409,Undirected,1
4187,11847,Undirected,1
4187,14686,Undirected,1
4187,19864,Undirected,1
4187,28109,Undirected,1
4187,31164,Undirected,1
4187,35003,Undirected,1
4188,31118,Undirected,1
4188,31733,Undirected,1
4189,9191,Undirected,1
4189,20486,Undirected,1
4190,10198,Undirected,1
4191,8440,Undirected,1
4191,28680,Undirected,1
4192,29449,Undirected,1
4193,33718,Undirected,1
4194,30250,Undirected,1
4194,33718,Undirected,1
4194,39277,Undirected,1
4195,22302,Undirected,1
4195,31733,Undirected,1
4196,31733,Undirected,1
4197,22610,Undirected,1
4198,22302,Undirected,1
4199,6755,Undirected,1
4199,16395,Undirected,1
4199,19413,Undirected,1
4199,23035,Undirected,1
4199,29590,Undirected,1
4199,30980,Undirected,1
4200,13300,Undirected,1
4201,13863,Undirected,1
4201,18324,Undirected,1
4202,24410,Undirected,1
4202,30981,Undirected,1
4203,18833,Undirected,1
4204,8440,Undirected,1
4204,14831,Undirected,1
4205,5835,Undirected,1
4205,8297,Undirected,1
4205,12095,Undirected,1
4205,19767,Undirected,1
4205,20996,Undirected,1
4205,24567,Undirected,1
4205,25990,Undirected,1
4205,30552,Undirected,1
4205,39261,Undirected,1
4206,38025,Undirected,1
4207,22640,Undirected,1
4208,36312,Undirected,1
4209,37440,Undirected,1
4210,7470,Undirected,1
4210,10975,Undirected,1
4210,23035,Undirected,1
4210,24641,Undirected,1
4211,4232,Undirected,1
4211,15748,Undirected,1
4211,18694,Undirected,1
4211,31452,Undirected,1
4212,26443,Undirected,1
4213,6133,Undirected,1
4213,19767,Undirected,1
4213,35973,Undirected,1
4214,15243,Undirected,1
4215,23391,Undirected,1
4216,31733,Undirected,1
4217,22763,Undirected,1
4217,25935,Undirected,1
4218,4836,Undirected,1
4218,7071,Undirected,1
4219,8499,Undirected,1
4219,21680,Undirected,1
4220,31452,Undirected,1
4220,39465,Undirected,1
4221,19767,Undirected,1
4221,21105,Undirected,1
4222,7544,Undirected,1
4222,8297,Undirected,1
4222,8440,Undirected,1
4222,11285,Undirected,1
4222,12817,Undirected,1
4222,13398,Undirected,1
4222,14831,Undirected,1
4222,21465,Undirected,1
4222,22062,Undirected,1
4222,23035,Undirected,1
4222,25200,Undirected,1
4222,28165,Undirected,1
4222,32475,Undirected,1
4222,33264,Undirected,1
4222,33680,Undirected,1
4222,33718,Undirected,1
4222,35796,Undirected,1
4222,35973,Undirected,1
4222,39221,Undirected,1
4223,8440,Undirected,1
4223,31733,Undirected,1
4224,10684,Undirected,1
4224,18324,Undirected,1
4225,7065,Undirected,1
4226,18365,Undirected,1
4227,11312,Undirected,1
4227,37478,Undirected,1
4228,6850,Undirected,1
4228,23190,Undirected,1
4229,31733,Undirected,1
4230,26409,Undirected,1
4231,12922,Undirected,1
4232,14645,Undirected,1
4232,23379,Undirected,1
4232,23964,Undirected,1
4233,4728,Undirected,1
4233,29365,Undirected,1
4234,15838,Undirected,1
4235,32060,Undirected,1
4235,34540,Undirected,1
4235,38715,Undirected,1
4236,8440,Undirected,1
4236,8637,Undirected,1
4236,34927,Undirected,1
4236,37319,Undirected,1
4237,8440,Undirected,1
4237,33718,Undirected,1
4238,25645,Undirected,1
4239,36054,Undirected,1
4240,29365,Undirected,1
4240,39465,Undirected,1
4241,4835,Undirected,1
4241,5333,Undirected,1
4241,6676,Undirected,1
4241,6755,Undirected,1
4241,6786,Undirected,1
4241,7837,Undirected,1
4241,8297,Undirected,1
4241,12230,Undirected,1
4241,13515,Undirected,1
4241,14111,Undirected,1
4241,15990,Undirected,1
4241,16176,Undirected,1
4241,16893,Undirected,1
4241,18324,Undirected,1
4241,18690,Undirected,1
4241,19413,Undirected,1
4241,21444,Undirected,1
4241,22097,Undirected,1
4241,22595,Undirected,1
4241,22677,Undirected,1
4241,23035,Undirected,1
4241,23579,Undirected,1
4241,25702,Undirected,1
4241,26115,Undirected,1
4241,26329,Undirected,1
4241,27088,Undirected,1
4241,27797,Undirected,1
4241,28519,Undirected,1
4241,28780,Undirected,1
4241,30204,Undirected,1
4241,30417,Undirected,1
4241,30688,Undirected,1
4241,30878,Undirected,1
4241,30892,Undirected,1
4241,31802,Undirected,1
4241,33264,Undirected,1
4241,33492,Undirected,1
4241,33956,Undirected,1
4241,35973,Undirected,1
4241,36275,Undirected,1
4241,37203,Undirected,1
4241,38425,Undirected,1
4241,39867,Undirected,1
4242,34931,Undirected,1
4243,6282,Undirected,1
4243,15417,Undirected,1
4244,17483,Undirected,1
4244,25538,Undirected,1
4244,27900,Undirected,1
4245,9353,Undirected,1
4245,30509,Undirected,1
4246,11251,Undirected,1
4246,13789,Undirected,1
4247,17414,Undirected,1
4247,32657,Undirected,1
4248,8440,Undirected,1
4248,15143,Undirected,1
4248,16623,Undirected,1
4248,20023,Undirected,1
4248,20062,Undirected,1
4248,21104,Undirected,1
4248,21725,Undirected,1
4248,23510,Undirected,1
4248,30045,Undirected,1
4249,25645,Undirected,1
4249,31733,Undirected,1
4250,6755,Undirected,1
4250,8366,Undirected,1
4250,19413,Undirected,1
4250,20689,Undirected,1
4250,26115,Undirected,1
4250,35973,Undirected,1
4251,25089,Undirected,1
4252,21680,Undirected,1
4252,31733,Undirected,1
4253,16893,Undirected,1
4254,8008,Undirected,1
4254,25645,Undirected,1
4255,8440,Undirected,1
4256,17746,Undirected,1
4256,23786,Undirected,1
4256,39175,Undirected,1
4257,22610,Undirected,1
4258,15745,Undirected,1
4258,21680,Undirected,1
4258,33718,Undirected,1
4259,5275,Undirected,1
4259,18452,Undirected,1
4259,23899,Undirected,1
4260,6755,Undirected,1
4260,16109,Undirected,1
4260,19413,Undirected,1
4260,20689,Undirected,1
4260,21533,Undirected,1
4260,22677,Undirected,1
4260,23035,Undirected,1
4260,26115,Undirected,1
4260,33264,Undirected,1
4260,35815,Undirected,1
4260,35973,Undirected,1
4261,5915,Undirected,1
4261,33693,Undirected,1
4261,35793,Undirected,1
4262,12497,Undirected,1
4262,27996,Undirected,1
4263,9166,Undirected,1
4263,31844,Undirected,1
4264,32939,Undirected,1
4264,38195,Undirected,1
4266,11878,Undirected,1
4266,14831,Undirected,1
4266,19767,Undirected,1
4266,22640,Undirected,1
4266,23964,Undirected,1
4266,36833,Undirected,1
4267,8399,Undirected,1
4267,11878,Undirected,1
4268,11055,Undirected,1
4269,22640,Undirected,1
4270,5880,Undirected,1
4270,10749,Undirected,1
4270,38025,Undirected,1
4271,22640,Undirected,1
4272,18152,Undirected,1
4273,4896,Undirected,1
4275,22062,Undirected,1
4276,8440,Undirected,1
4276,37761,Undirected,1
4277,19767,Undirected,1
4277,20689,Undirected,1
4277,33718,Undirected,1
4277,35973,Undirected,1
4278,13560,Undirected,1
4278,14372,Undirected,1
4278,31733,Undirected,1
4279,19010,Undirected,1
4279,34590,Undirected,1
4280,14599,Undirected,1
4280,20689,Undirected,1
4280,39465,Undirected,1
4281,4517,Undirected,1
4281,4789,Undirected,1
4281,5256,Undirected,1
4281,5308,Undirected,1
4281,5431,Undirected,1
4281,6755,Undirected,1
4281,6962,Undirected,1
4281,8297,Undirected,1
4281,8302,Undirected,1
4281,8318,Undirected,1
4281,8789,Undirected,1
4281,9185,Undirected,1
4281,9634,Undirected,1
4281,11469,Undirected,1
4281,11546,Undirected,1
4281,12758,Undirected,1
4281,12765,Undirected,1
4281,12887,Undirected,1
4281,15657,Undirected,1
4281,15957,Undirected,1
4281,16753,Undirected,1
4281,18610,Undirected,1
4281,18611,Undirected,1
4281,18697,Undirected,1
4281,19413,Undirected,1
4281,20206,Undirected,1
4281,22677,Undirected,1
4281,23035,Undirected,1
4281,24055,Undirected,1
4281,24621,Undirected,1
4281,24932,Undirected,1
4281,25886,Undirected,1
4281,26032,Undirected,1
4281,26055,Undirected,1
4281,26115,Undirected,1
4281,27164,Undirected,1
4281,27785,Undirected,1
4281,27845,Undirected,1
4281,29635,Undirected,1
4281,29684,Undirected,1
4281,30220,Undirected,1
4281,30892,Undirected,1
4281,32062,Undirected,1
4281,33209,Undirected,1
4281,33264,Undirected,1
4281,33656,Undirected,1
4281,33911,Undirected,1
4281,34460,Undirected,1
4281,35973,Undirected,1
4281,36147,Undirected,1
4281,38603,Undirected,1
4281,38751,Undirected,1
4282,5252,Undirected,1
4282,10157,Undirected,1
4282,25567,Undirected,1
4282,26018,Undirected,1
4282,32359,Undirected,1
4282,34205,Undirected,1
4282,35797,Undirected,1
4282,35973,Undirected,1
4282,36869,Undirected,1
4282,38330,Undirected,1
4282,38409,Undirected,1
4282,39534,Undirected,1
4283,17414,Undirected,1
4284,4357,Undirected,1
4284,4509,Undirected,1
4284,4792,Undirected,1
4284,4814,Undirected,1
4284,5333,Undirected,1
4284,5721,Undirected,1
4284,6050,Undirected,1
4284,6413,Undirected,1
4284,6632,Undirected,1
4284,6755,Undirected,1
4284,6790,Undirected,1
4284,6842,Undirected,1
4284,6872,Undirected,1
4284,6916,Undirected,1
4284,7028,Undirected,1
4284,7128,Undirected,1
4284,8285,Undirected,1
4284,8475,Undirected,1
4284,8706,Undirected,1
4284,9541,Undirected,1
4284,9553,Undirected,1
4284,9621,Undirected,1
4284,10080,Undirected,1
4284,10139,Undirected,1
4284,10516,Undirected,1
4284,11370,Undirected,1
4284,11430,Undirected,1
4284,11497,Undirected,1
4284,11687,Undirected,1
4284,11823,Undirected,1
4284,11852,Undirected,1
4284,11955,Undirected,1
4284,12210,Undirected,1
4284,13272,Undirected,1
4284,13350,Undirected,1
4284,13679,Undirected,1
4284,13773,Undirected,1
4284,14327,Undirected,1
4284,14843,Undirected,1
4284,15031,Undirected,1
4284,15662,Undirected,1
4284,15680,Undirected,1
4284,15845,Undirected,1
4284,16251,Undirected,1
4284,16308,Undirected,1
4284,16470,Undirected,1
4284,16534,Undirected,1
4284,17159,Undirected,1
4284,17554,Undirected,1
4284,17818,Undirected,1
4284,18893,Undirected,1
4284,18950,Undirected,1
4284,19512,Undirected,1
4284,19584,Undirected,1
4284,19757,Undirected,1
4284,19983,Undirected,1
4284,20074,Undirected,1
4284,20460,Undirected,1
4284,20629,Undirected,1
4284,20651,Undirected,1
4284,21522,Undirected,1
4284,21680,Undirected,1
4284,22241,Undirected,1
4284,22305,Undirected,1
4284,23737,Undirected,1
4284,24087,Undirected,1
4284,24205,Undirected,1
4284,24616,Undirected,1
4284,24647,Undirected,1
4284,24966,Undirected,1
4284,25004,Undirected,1
4284,26115,Undirected,1
4284,26268,Undirected,1
4284,26281,Undirected,1
4284,26318,Undirected,1
4284,26828,Undirected,1
4284,26871,Undirected,1
4284,27494,Undirected,1
4284,27870,Undirected,1
4284,28062,Undirected,1
4284,28310,Undirected,1
4284,28519,Undirected,1
4284,28916,Undirected,1
4284,29069,Undirected,1
4284,29600,Undirected,1
4284,29647,Undirected,1
4284,29910,Undirected,1
4284,29988,Undirected,1
4284,30051,Undirected,1
4284,30146,Undirected,1
4284,30151,Undirected,1
4284,30248,Undirected,1
4284,30341,Undirected,1
4284,30888,Undirected,1
4284,30892,Undirected,1
4284,31044,Undirected,1
4284,31325,Undirected,1
4284,31539,Undirected,1
4284,31733,Undirected,1
4284,31964,Undirected,1
4284,32325,Undirected,1
4284,32507,Undirected,1
4284,32657,Undirected,1
4284,32776,Undirected,1
4284,34792,Undirected,1
4284,35238,Undirected,1
4284,35399,Undirected,1
4284,35680,Undirected,1
4284,35685,Undirected,1
4284,35973,Undirected,1
4284,36004,Undirected,1
4284,36076,Undirected,1
4284,36737,Undirected,1
4284,36756,Undirected,1
4284,36804,Undirected,1
4284,36894,Undirected,1
4284,36981,Undirected,1
4284,37754,Undirected,1
4284,38060,Undirected,1
4284,38609,Undirected,1
4284,38644,Undirected,1
4284,38661,Undirected,1
4284,38750,Undirected,1
4284,39210,Undirected,1
4284,39218,Undirected,1
4284,39238,Undirected,1
4284,39395,Undirected,1
4284,39682,Undirected,1
4285,16239,Undirected,1
4285,27261,Undirected,1
4286,9191,Undirected,1
4287,14831,Undirected,1
4287,19413,Undirected,1
4287,22062,Undirected,1
4287,26115,Undirected,1
4287,39996,Undirected,1
4287,40084,Undirected,1
4288,15417,Undirected,1
4288,29635,Undirected,1
4289,5791,Undirected,1
4289,8440,Undirected,1
4289,14115,Undirected,1
4289,32931,Undirected,1
4289,34935,Undirected,1
4289,35962,Undirected,1
4289,36237,Undirected,1
4289,37757,Undirected,1
4289,37758,Undirected,1
4290,38558,Undirected,1
4291,19839,Undirected,1
4292,21680,Undirected,1
4292,31733,Undirected,1
4293,14831,Undirected,1
4293,22640,Undirected,1
4294,7772,Undirected,1
4296,20703,Undirected,1
4296,32856,Undirected,1
4297,15310,Undirected,1
4298,22640,Undirected,1
4298,31733,Undirected,1
4299,18506,Undirected,1
4299,29449,Undirected,1
4300,38025,Undirected,1
4301,19742,Undirected,1
4301,27379,Undirected,1
4301,35580,Undirected,1
4301,36801,Undirected,1
4302,19772,Undirected,1
4302,32013,Undirected,1
4303,37591,Undirected,1
4304,21680,Undirected,1
4304,25645,Undirected,1
4305,12924,Undirected,1
4305,16314,Undirected,1
4306,17607,Undirected,1
4306,18381,Undirected,1
4306,38261,Undirected,1
4307,13205,Undirected,1
4307,31733,Undirected,1
4308,20468,Undirected,1
4309,33092,Undirected,1
4310,17373,Undirected,1
4310,28066,Undirected,1
4311,16251,Undirected,1
4311,16753,Undirected,1
4311,22610,Undirected,1
4312,8440,Undirected,1
4313,11312,Undirected,1
4314,16966,Undirected,1
4314,25946,Undirected,1
4315,25645,Undirected,1
4316,5333,Undirected,1
4316,6755,Undirected,1
4316,8440,Undirected,1
4316,8840,Undirected,1
4316,9975,Undirected,1
4316,11171,Undirected,1
4316,13355,Undirected,1
4316,15413,Undirected,1
4316,18629,Undirected,1
4316,19413,Undirected,1
4316,19980,Undirected,1
4316,21600,Undirected,1
4316,22062,Undirected,1
4316,26115,Undirected,1
4316,26496,Undirected,1
4316,26743,Undirected,1
4316,28519,Undirected,1
4316,29540,Undirected,1
4316,29620,Undirected,1
4316,30892,Undirected,1
4316,32195,Undirected,1
4316,33264,Undirected,1
4316,33322,Undirected,1
4316,33373,Undirected,1
4316,33559,Undirected,1
4316,34835,Undirected,1
4316,35020,Undirected,1
4316,35973,Undirected,1
4316,38086,Undirected,1
4316,39444,Undirected,1
4317,30981,Undirected,1
4318,22640,Undirected,1
4318,25645,Undirected,1
4319,10095,Undirected,1
4319,21680,Undirected,1
4319,22603,Undirected,1
4319,24779,Undirected,1
4320,32954,Undirected,1
4320,34131,Undirected,1
4321,8221,Undirected,1
4321,11524,Undirected,1
4322,12930,Undirected,1
4323,4890,Undirected,1
4324,33718,Undirected,1
4325,6934,Undirected,1
4325,8440,Undirected,1
4325,9506,Undirected,1
4325,27027,Undirected,1
4325,30588,Undirected,1
4326,17867,Undirected,1
4327,18324,Undirected,1
4327,31606,Undirected,1
4328,30164,Undirected,1
4329,31733,Undirected,1
4330,23340,Undirected,1
4331,20703,Undirected,1
4331,29255,Undirected,1
4332,9488,Undirected,1
4332,27677,Undirected,1
4333,7211,Undirected,1
4333,15243,Undirected,1
4333,32120,Undirected,1
4333,39261,Undirected,1
4334,15471,Undirected,1
4334,32939,Undirected,1
4335,15243,Undirected,1
4336,30981,Undirected,1
4336,35904,Undirected,1
4337,7262,Undirected,1
4337,11878,Undirected,1
4338,21680,Undirected,1
4338,28879,Undirected,1
4338,33718,Undirected,1
4338,37205,Undirected,1
4339,17733,Undirected,1
4340,6231,Undirected,1
4340,21680,Undirected,1
4340,31733,Undirected,1
4342,21680,Undirected,1
4342,21799,Undirected,1
4342,25645,Undirected,1
4342,31733,Undirected,1
4343,30760,Undirected,1
4344,16893,Undirected,1
4346,18324,Undirected,1
4347,13625,Undirected,1
4347,14119,Undirected,1
4347,31702,Undirected,1
4347,34633,Undirected,1
4347,36347,Undirected,1
4348,26409,Undirected,1
4349,29398,Undirected,1
4349,35025,Undirected,1
4350,8440,Undirected,1
4350,26574,Undirected,1
4350,38413,Undirected,1
4351,8044,Undirected,1
4352,14824,Undirected,1
4352,27093,Undirected,1
4353,8440,Undirected,1
4354,8297,Undirected,1
4354,23035,Undirected,1
4354,23510,Undirected,1
4355,28465,Undirected,1
4356,13982,Undirected,1
4356,14112,Undirected,1
4356,19795,Undirected,1
4357,23215,Undirected,1
4358,4836,Undirected,1
4358,7071,Undirected,1
4359,31733,Undirected,1
4360,23964,Undirected,1
4360,39465,Undirected,1
4361,37625,Undirected,1
4362,9471,Undirected,1
4362,28503,Undirected,1
4363,7065,Undirected,1
4363,29884,Undirected,1
4364,4787,Undirected,1
4364,11045,Undirected,1
4364,30589,Undirected,1
4364,39189,Undirected,1
4366,29711,Undirected,1
4367,9166,Undirected,1
4368,17583,Undirected,1
4368,24640,Undirected,1
4369,32897,Undirected,1
4370,7010,Undirected,1
4370,17373,Undirected,1
4371,8297,Undirected,1
4371,19413,Undirected,1
4371,23035,Undirected,1
4371,26115,Undirected,1
4371,35973,Undirected,1
4371,38413,Undirected,1
4372,13563,Undirected,1
4372,32079,Undirected,1
4372,33962,Undirected,1
4373,16715,Undirected,1
4374,8440,Undirected,1
4374,19512,Undirected,1
4374,22010,Undirected,1
4374,38586,Undirected,1
4375,15471,Undirected,1
4375,26443,Undirected,1
4376,37830,Undirected,1
4377,19824,Undirected,1
4378,31733,Undirected,1
4379,10684,Undirected,1
4379,27796,Undirected,1
4380,11238,Undirected,1
4381,19767,Undirected,1
4381,32118,Undirected,1
4381,39962,Undirected,1
4382,21455,Undirected,1
4382,25524,Undirected,1
4383,23194,Undirected,1
4384,29290,Undirected,1
4385,19512,Undirected,1
4386,5553,Undirected,1
4386,37983,Undirected,1
4387,11736,Undirected,1
4387,26574,Undirected,1
4388,16753,Undirected,1
4388,20689,Undirected,1
4388,35973,Undirected,1
4389,20538,Undirected,1
4389,32723,Undirected,1
4390,30453,Undirected,1
4391,14654,Undirected,1
4392,13538,Undirected,1
4392,15471,Undirected,1
4394,36864,Undirected,1
4395,12887,Undirected,1
4395,15417,Undirected,1
4396,11871,Undirected,1
4397,35658,Undirected,1
4398,37250,Undirected,1
4399,5378,Undirected,1
4399,5915,Undirected,1
4399,28275,Undirected,1
4399,31525,Undirected,1
4400,16570,Undirected,1
4400,29484,Undirected,1
4401,31733,Undirected,1
4402,6755,Undirected,1
4402,6788,Undirected,1
4403,4923,Undirected,1
4403,7815,Undirected,1
4403,26443,Undirected,1
4404,8486,Undirected,1
4404,26089,Undirected,1
4405,22640,Undirected,1
4405,25645,Undirected,1
4406,21680,Undirected,1
4406,22640,Undirected,1
4407,24660,Undirected,1
4408,7741,Undirected,1
4408,8588,Undirected,1
4408,24806,Undirected,1
4409,33718,Undirected,1
4410,4489,Undirected,1
4411,17733,Undirected,1
4412,33718,Undirected,1
4413,8440,Undirected,1
4414,29560,Undirected,1
4415,30973,Undirected,1
4416,7128,Undirected,1
4416,8440,Undirected,1
4416,9506,Undirected,1
4416,17414,Undirected,1
4416,18357,Undirected,1
4416,22062,Undirected,1
4416,32657,Undirected,1
4416,35973,Undirected,1
4417,8440,Undirected,1
4418,35466,Undirected,1
4419,25275,Undirected,1
4419,31733,Undirected,1
4420,12178,Undirected,1
4421,8440,Undirected,1
4421,29422,Undirected,1
4422,8440,Undirected,1
4423,16363,Undirected,1
4423,18610,Undirected,1
4424,18487,Undirected,1
4425,31733,Undirected,1
4425,39464,Undirected,1
4426,24757,Undirected,1
4426,29650,Undirected,1
4427,21680,Undirected,1
4427,25645,Undirected,1
4427,33718,Undirected,1
4428,17075,Undirected,1
4429,10076,Undirected,1
4430,21680,Undirected,1
4430,31733,Undirected,1
4431,6107,Undirected,1
4431,6452,Undirected,1
4431,6755,Undirected,1
4431,13512,Undirected,1
4431,19512,Undirected,1
4431,22677,Undirected,1
4431,26115,Undirected,1
4431,30892,Undirected,1
4431,33264,Undirected,1
4431,35973,Undirected,1
4431,36668,Undirected,1
4431,39278,Undirected,1
4431,39905,Undirected,1
4432,22640,Undirected,1
4433,19772,Undirected,1
4433,32013,Undirected,1
4434,5725,Undirected,1
4434,6359,Undirected,1
4434,7519,Undirected,1
4434,8283,Undirected,1
4434,8948,Undirected,1
4434,9888,Undirected,1
4434,9958,Undirected,1
4434,13063,Undirected,1
4434,13773,Undirected,1
4434,15996,Undirected,1
4434,16251,Undirected,1
4434,17829,Undirected,1
4434,19767,Undirected,1
4434,20880,Undirected,1
4434,21093,Undirected,1
4434,22364,Undirected,1
4434,22662,Undirected,1
4434,23551,Undirected,1
4434,24529,Undirected,1
4434,24891,Undirected,1
4434,24920,Undirected,1
4434,26050,Undirected,1
4434,26409,Undirected,1
4434,26468,Undirected,1
4434,26523,Undirected,1
4434,26531,Undirected,1
4434,26773,Undirected,1
4434,30892,Undirected,1
4434,31163,Undirected,1
4434,31646,Undirected,1
4434,31733,Undirected,1
4434,36906,Undirected,1
4434,39847,Undirected,1
4435,8297,Undirected,1
4436,8440,Undirected,1
4436,15533,Undirected,1
4436,15739,Undirected,1
4436,19234,Undirected,1
4436,22285,Undirected,1
4436,26613,Undirected,1
4437,21680,Undirected,1
4437,31733,Undirected,1
4437,38025,Undirected,1
4438,8440,Undirected,1
4438,38347,Undirected,1
4438,39722,Undirected,1
4439,26696,Undirected,1
4439,33190,Undirected,1
4440,4509,Undirected,1
4440,22302,Undirected,1
4441,19846,Undirected,1
4442,10431,Undirected,1
4442,31733,Undirected,1
4443,8440,Undirected,1
4443,20689,Undirected,1
4443,26115,Undirected,1
4443,26453,Undirected,1
4443,35973,Undirected,1
4444,30981,Undirected,1
4445,8982,Undirected,1
4445,12230,Undirected,1
4446,16642,Undirected,1
4446,33092,Undirected,1
4447,8440,Undirected,1
4447,31733,Undirected,1
4448,31733,Undirected,1
4448,39464,Undirected,1
4449,4792,Undirected,1
4449,8440,Undirected,1
4449,28021,Undirected,1
4450,5388,Undirected,1
4451,20559,Undirected,1
4451,31127,Undirected,1
4452,15284,Undirected,1
4452,25185,Undirected,1
4453,17106,Undirected,1
4453,36076,Undirected,1
4454,26409,Undirected,1
4454,27387,Undirected,1
4455,15845,Undirected,1
4455,38224,Undirected,1
4456,20689,Undirected,1
4457,21680,Undirected,1
4458,26409,Undirected,1
4459,16570,Undirected,1
4459,32173,Undirected,1
4460,22640,Undirected,1
4460,34837,Undirected,1
4461,8440,Undirected,1
4461,20689,Undirected,1
4462,15573,Undirected,1
4463,9191,Undirected,1
4463,22123,Undirected,1
4463,22677,Undirected,1
4464,21799,Undirected,1
4465,4520,Undirected,1
4465,15443,Undirected,1
4466,37625,Undirected,1
4467,14831,Undirected,1
4467,21680,Undirected,1
4467,26472,Undirected,1
4467,31733,Undirected,1
